[Wed Feb 08 19:52:35.642986 2017] [:error] [pid 16781] [client 192.168.0.166:59986] URL return: /net2ftp/index.php?ftpserver=192.168.0.175&amp;ftpserverport=21&amp;username=elenagp&amp;language=en&amp;skin=shinra&amp;ftpmode=automatic&amp;passivemode=no&amp;protocol=FTP&amp;viewmode=list&amp;sort=&amp;sortorder=, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:43.919879 2017] [:error] [pid 23615] [client 192.168.0.166:61537] URL return: /net2ftp/index.php?ftpserver=192.168.0.175&amp;amp;ftpserverport=21&amp;amp;username=elenagp&amp;amp;language=en&amp;amp;skin=shinra&amp;amp;ftpmode=automatic&amp;amp;passivemode=no&amp;amp;protocol=FTP&amp;amp;viewmode=list&amp;amp;sort=&amp;amp;sortorder=&amp;amp;state=login_small&amp;amp;state2=bookmark&amp;amp;go_to_state=browse&amp;amp;go_to_state2=main&amp;amp;directory=%2Ftvshows&amp;amp;entry=, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:44.029421 2017] [:error] [pid 23615] [client 192.168.0.166:61537] URL return: /net2ftp/index.php?ftpserver=192.168.0.175&amp;ftpserverport=21&amp;username=elenagp&amp;language=en&amp;skin=shinra&amp;ftpmode=automatic&amp;passivemode=no&amp;protocol=FTP&amp;viewmode=list&amp;sort=&amp;sortorder=, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.748307 2017] [:error] [pid 23701] [client 192.168.0.166:61547] FT_DOWNLOADFILE: directory(/tvshows)  ---  entry(The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.mkv), referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.748451 2017] [:error] [pid 23701] [client 192.168.0.166:61547] NET2FTP_GLOBALS, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.748716 2017] [:error] [pid 23701] [client 192.168.0.166:61547] Array\n(\n    [application_rootdir] => /var/www/html/net2ftp\n    [application_rootdir_url] => http://192.168.0.175/net2ftp\n    [application_includesdir] => /var/www/html/net2ftp/includes\n    [application_languagesdir] => /var/www/html/net2ftp/languages\n    [application_modulesdir] => /var/www/html/net2ftp/modules\n    [application_pluginsdir] => /var/www/html/net2ftp/plugins\n    [application_skinsdir] => /var/www/html/net2ftp/skins\n    [application_tempdir] => /var/www/html/net2ftp/temp\n    [starttime] => 0.56275000 1486584418\n    [endtime] => 0.56276000 1486584418\n    [PHP_SELF] => /net2ftp/index.php\n    [HTTP_REFERER] => http://192.168.0.175/net2ftp/index.php\n    [HTTP_USER_AGENT] => Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36\n    [REMOTE_ADDR] => 192.168.0.166\n    [REMOTE_PORT] => 61547\n    [action_url] => /net2ftp/index.php\n    [ftpserver] => 192.168.0.175\n    [ftpserver_html] => 192.168.0.175\n    [ftpserver_url] => 192.168.0.175\n    [ftpserver_js] => 192.168.0.175\n    [ftpserverport] => 21\n    [ftpserverport_html] => 21\n    [ftpserverport_url] => 21\n    [ftpserverport_js] => 21\n    [username] => elenagp\n    [username_html] => elenagp\n    [username_url] => elenagp\n    [username_js] => elenagp\n    [language] => en\n    [language_html] => en\n    [language_url] => en\n    [language_js] => en\n    [skin] => shinra\n    [skin_html] => shinra\n    [skin_url] => shinra\n    [skin_js] => shinra\n    [image_url] => http://192.168.0.175/net2ftp/skins/shinra/images\n    [ftpmode] => automatic\n    [ftpmode_html] => automatic\n    [ftpmode_url] => automatic\n    [ftpmode_js] => automatic\n    [passivemode] => no\n    [passivemode_html] => no\n    [passivemode_url] => no\n    [passivemode_js] => no\n    [protocol] => FTP\n    [protocol_html] => FTP\n    [protocol_url] => FTP\n    [protocol_js] => FTP\n    [viewmode] => list\n    [viewmode_html] => list\n    [viewmode_url] => list\n    [viewmode_js] => list\n    [sort] => \n    [sort_html] => \n    [sort_url] => \n    [sort_js] => \n    [sortorder] => \n    [sortorder_html] => \n    [sortorder_url] => \n    [sortorder_js] => \n    [state] => downloadfile\n    [state_html] => downloadfile\n    [state_url] => downloadfile\n    [state_js] => downloadfile\n    [state2] => \n    [state2_html] => \n    [state2_url] => \n    [state2_js] => \n    [directory] => /tvshows\n    [directory_html] => /tvshows\n    [directory_url] => %2Ftvshows\n    [directory_js] => /tvshows\n    [printdirectory] => /tvshows\n    [entry] => The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.mkv\n    [entry_html] => The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.mkv\n    [entry_url] => The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.mkv\n    [entry_js] => The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.mkv\n    [screen] => 1\n    [screen_html] => 1\n    [screen_url] => 1\n    [screen_js] => 1\n    [cookie_ftpserver] => 192.168.0.175\n    [cookie_ftpserverport] => 21\n    [cookie_username] => elenagp\n    [cookie_language] => en\n    [cookie_skin] => shinra\n    [cookie_ftpmode] => automatic\n    [cookie_passivemode] => no\n    [cookie_protocol] => FTP\n    [cookie_viewmode] => list\n    [cookie_directory] => /tvshows\n    [cookie_sort] => \n    [cookie_sortorder] => \n    [browser_agent] => Chrome\n    [browser_version] => 55.0.2883.87\n    [browser_platform] => Win\n    [activePlugins] => Array\n        (\n        )\n\n    [log_access_id] => 268\n)\n, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.748916 2017] [:error] [pid 23701] [client 192.168.0.166:61547] NET2FTP_RESULT, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.748999 2017] [:error] [pid 23701] [client 192.168.0.166:61547] Array\n(\n    [success] => 1\n    [errormessage] => \n    [debug_backtrace] => \n    [exit] => \n)\n, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.749069 2017] [:error] [pid 23701] [client 192.168.0.166:61547] NET2FTP_SETTINGS, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.749308 2017] [:error] [pid 23701] [client 192.168.0.166:61547] Array\n(\n    [email_feedback] => daniegarcia254@gmail.com\n    [default_language] => en\n    [default_skin] => shinra\n    [help_text] => \n    [help_link] => \n    [error_reporting] => standard\n    [fix_png] => yes\n    [encryption_string] => 462E16CB7C3F369BD9F4DBEE0A926F8F14FFB3\n    [admin_username] => dgarcia\n    [admin_password] => Danie2541987\n    [message_browse] => \n    [use_database] => yes\n    [dbusername] => net2ftp\n    [dbpassword] => net2ftp\n    [dbname] => net2ftp\n    [dbserver] => localhost\n    [log_access] => yes\n    [log_error] => yes\n    [log_length_months] => 12\n    [use_syslog] => no\n    [syslog_priority] => 5\n    [syslog_facility] => 16\n    [syslog_ident] => net2ftp\n    [max_filesize] => 5000000000\n    [check_consumption] => no\n    [max_consumption_ipaddress_datatransfer] => 10000000000\n    [max_consumption_ftpserver_datatransfer] => 10000000000\n    [max_consumption_ipaddress_executiontime] => 1500\n    [max_consumption_ftpserver_executiontime] => 1500\n    [check_homedirectory] => no\n    [application_version] => 1.0\n    [application_build_nr] => 47\n    [net2ftpdotcom] => no\n    [show_ads] => no\n    [check_authorization] => yes\n    [allowed_ftpservers] => Array\n        (\n            [1] => 192.168.0.175\n        )\n\n    [banned_ftpservers] => Array\n        (\n            [1] => NONE\n        )\n\n    [allowed_ftpserverport] => 21\n    [allowed_addresses] => Array\n        (\n            [1] => ALL\n        )\n\n    [banned_addresses] => Array\n        (\n            [1] => NONE\n        )\n\n    [banned_keywords] => Array\n        (\n            [1] => paypal\n            [2] => ebay\n            [3] => wachoviabank\n            [4] => wellsfargo\n            [5] => bankwest\n            [6] => hsbc\n            [7] => halifax-online\n            [8] => lloydstsb\n            [9] => egg.com\n        )\n\n    [functionuse_newdir] => no\n    [functionuse_newfile] => no\n    [functionuse_upload] => no\n    [functionuse_jupload] => no\n    [functionuse_easyWebsite] => no\n    [functionuse_bookmark] => no\n    [functionuse_install] => no\n    [functionuse_advanced] => no\n    [functionuse_copy] => no\n    [functionuse_move] => no\n    [functionuse_delete] => no\n    [functionuse_rename] => no\n    [functionuse_chmod] => no\n    [functionuse_downloadzip] => no\n    [functionuse_unzip] => no\n    [functionuse_zip] => no\n    [functionuse_calculatesize] => no\n    [functionuse_findstring] => no\n    [functionuse_downloadfile] => yes\n    [functionuse_view] => no\n    [functionuse_edit] => no\n    [functionuse_update] => no\n    [functionuse_open] => no\n)\n, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.749476 2017] [:error] [pid 23701] [client 192.168.0.166:61547] Step 3: send download headers  --> start, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.749576 2017] [:error] [pid 23701] [client 192.168.0.166:61547] PHP Warning:  filesize(): stat failed for /tvshows/The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.mkv in /var/www/html/net2ftp/includes/filesystem.inc.php on line 1683, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.749771 2017] [:error] [pid 23701] [client 192.168.0.166:61547] Step 3: send download headers  --> finish, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.749842 2017] [:error] [pid 23701] [client 192.168.0.166:61547] Step 4: open file  --> start, referer: http://192.168.0.175/net2ftp/index.php
[Wed Feb 08 21:06:58.749949 2017] [:error] [pid 23701] [client 192.168.0.166:61547] PHP Warning:  fopen(/tvshows/The.Blacklist.S04E11.720p.HDTV.x264-KILLERS.mkv): failed to open stream: No such file or directory in /var/www/html/net2ftp/includes/filesystem.inc.php on line 1707, referer: http://192.168.0.175/net2ftp/index.php
